"CGY24.17"	"CGY29.01"	"CGY24.21"	"CGY20.46"	"CGY24.16"	"CGY20.50"	"CGY24.09"	"CGY28.53"	"CGY28.50"	"CGY28.49"	"CGY28.52"	"CGY20.55"
"YMR061W"	21.9755	20.529	22.1903	21.008	17.5322	20.4488	20.1169	19.4408	22.8435	13.9586	20.1285	23.5686
"YMR062C"	95.8647	86.9873	91.1465	84.8885	92.1528	99.1121	89.5539	93.4587	97.0585	86.9161	104.06	91.9793
"YMR063W"	10.3854	7.51277	9.27152	9.67527	8.99624	11.1117	10.1397	8.813	11.5405	10.2224	8.79513	9.69644
"YMR064W"	18.6045	18.2109	17.5331	15.7679	16.9198	19.6191	17.3759	16.5889	17.3643	16.8505	16.7827	18.8463
"YMR065W"	7.69995	6.91892	6.35899	5.95097	5.71606	6.38606	7.08212	8.21435	6.46709	4.95577	5.70314	7.07466
"YMR066W"	5.01433	4.56719	4.15182	3.6057	3.87211	3.93671	3.87907	4.04469	4.9075	3.30144	4.51162	4.51181
"YMR067C"	27.2227	23.8881	23.9564	24.1199	25.239	27.0384	25.4496	26.9525	27.5282	21.6377	25.6798	24.4807
"YMR068W"	6.47053	7.74751	7.01599	7.12386	7.21381	6.14315	8.18845	7.31632	8.09459	4.72256	5.78405	6.40535
"YMR069W"	4.50883	4.07063	2.31106	3.52451	3.53426	2.45314	4.52115	3.98588	4.88252	2.97935	3.51043	3.79683
"YMR070W"	22.5654	21.3189	20.7201	21.3584	26.2733	20.5158	22.653	22.1447	25.9722	23.1925	20.1957	21.8335
"YMR071C"	152.298	131.25	132.11	130.298	116.77	130.826	121.357	114.834	118.126	130.03	136.516	123.75
"YMR072W"	244.965	242.814	242.305	243.18	239.642	256.42	247.225	217.596	239.372	205.473	219.716	241.783
"YMR073C"	43.2401	42.7275	46.699	41.3633	37.0444	39.6664	35.0932	36.9274	37.8006	39.5586	41.3618	43.2237
"YMR074C"	180.633	181.077	185.199	168.566	169.808	159.847	180.063	170.778	157.524	133.497	162.597	164.108
"YMR075W"	8.63005	8.35016	7.21063	7.15479	8.02463	8.25859	8.60728	6.44028	9.36955	5.84144	8.03714	8.33475
"YMR076C"	11.5049	11.4148	9.92237	10.9582	9.68636	10.7267	10.6968	9.28843	12.3582	8.95813	11.1767	11.5673
"YMR077C"	13.8997	14.827	15.6637	13.1818	13.2508	15.0811	15.6334	14.5692	11.6451	7.20163	10.6634	13.6024
"YMR078C"	14.1981	13.9838	12.448	14.1129	13.2968	13.3471	14.7985	13.2734	15.6907	10.1912	12.3512	12.9443
"YMR079W"	110.22	108.066	107.307	108.251	105.506	106.133	107.933	99.7362	107.76	115.628	109.573	103.118
"YMR080C"	35.6343	32.8075	29.6207	31.5871	32.0969	31.3175	31.9139	29.4099	38.1716	29.9252	34.8967	36.598
"YMR081C"	0.494197	0.413209	0.889893	0.770163	0.478184	0.569063	0.170652	0.970884	0.339407	0.840862	0.632957	0.947834
"YMR083W"	356.276	325.47	360.136	320.685	331.698	278.5	362.919	341.948	347.62	337.431	320.95	340.241
"YMR084W"	2.71122	3.05437	1.21618	1.50738	2.75071	1.81819	2.57241	1.6248	2.32788	0.864396	2.02443	3.41088
"YMR085W"	3.40554	3.47104	3.19236	2.14423	3.22663	3.55592	3.32532	3.80199	3.81297	3.15051	3.32004	3.37335
"YMR086W"	18.6488	20.419	20.2965	18.4017	18.1812	16.6182	19.2062	18.4662	20.1798	19.1355	18.4159	21.1574
"YMR087W"	14.5654	11.8566	13.0717	14.977	11.951	13.4928	13.94	12.0101	11.6296	14.572	10.4471	11.734
"YMR088C"	39.295	39.2886	39.8099	40.7349	41.9211	34.8735	41.5562	43.8149	40.6934	42.521	41.4415	40.1424
"YMR089C"	30.3102	27.9738	25.7082	27.0336	27.7869	23.2907	28.7656	23.5277	29.9722	26.1912	26.2076	29.2543
"YMR090W"	17.3332	16.0789	18.2077	17.4421	18.1519	13.4566	16.2106	14.7699	14.7908	11.8115	14.4722	13.906
"YMR091C"	35.9147	38.8631	43.8985	33.8721	32.7219	32.667	40.983	34.6692	40.5165	27.1919	34.6622	41.3037
"YMR092C"	60.526	58.2444	60.09	56.4945	62.0502	54.9052	61.7671	55.9256	61.5255	57.8032	61.2515	59.8323
"YMR093W"	41.2695	38.8601	37.7102	42.5989	41.937	43.9386	40.0766	39.4639	43.2604	38.0217	45.1147	41.902
"YMR094W"	5.2089	3.97633	3.90418	3.67336	3.32174	4.43534	3.87358	3.8198	3.99948	4.49008	3.87262	5.29771
"YMR095C"	0.665844	0.970844	1.48902	1.10964	0.963994	1.59267	0.430465	0.72451	1.52475	1.2377	0.887464	0.199376
"YMR096W"	15.164	20.887	15.6074	16.0988	16.4542	15.3172	14.4841	13.8867	13.781	15.2596	16.6745	12.9017
"YMR097C"	13.0786	14.088	14.3511	13.7645	13.8732	11.9531	14.4642	12.1285	15.4824	7.81263	12.4311	15.0349
"YMR098C"	11.6006	12.4914	11.1579	11.2596	9.79162	10.0498	10.5878	10.3375	10.5863	8.19579	9.61393	10.016
"YMR099C"	142.033	130.737	130.408	130.465	125.141	128.864	131.056	128.262	131.184	119.985	142.783	124.161
"YMR100W"	13.5059	12.4795	10.1576	13.3526	12.7109	9.95455	12.5249	12.0241	11.9024	9.91555	10.9516	12.7116
"YMR101C"	0.776869	0.812021	0.582972	0.756716	0.751747	0.838711	0.922186	1.48394	2.11192	0.619622	0.932837	1.04766
"YMR102C"	8.99838	9.1668	9.81227	9.07942	9.03965	7.76537	10.3419	8.63774	8.2132	8.74332	7.13411	9.25293
"YMR104C"	6.7135	6.3426	6.21148	8.08383	5.81513	7.10326	7.42778	6.80671	7.83644	6.43143	7.17167	8.37518
"YMR105C"	13.0094	16.3551	11.165	10.5733	12.9773	7.50489	13.0694	10.7301	12.9032	12.2877	11.2319	13.913
"YMR105W-A"	0	1.08204	2.51656	0	2.50878	0	0	0	0	0	0	3.13386
"YMR106C"	5.6278	5.04356	6.09662	4.3268	5.73818	5.36565	5.78657	4.93576	6.94012	4.80232	4.92321	7.5651
"YMR107W"	1.37302	2.64671	0.44647	1.51855	1.75765	1.30618	2.36767	0	2.10166	0.970782	0	1.09546
"YMR108W"	129.935	126.061	122.221	126.7	138.247	139.432	130.36	132.338	140.73	136.761	143.415	133.725
"YMR109W"	22.798	20.5813	20.0876	21.4654	20.2928	20.6849	23.1839	19.1897	25.7321	21.1491	19.9999	22.5995
"YMR110C"	24.2495	25.705	25.1174	23.2483	20.3857	20.2213	24.8921	22.3623	25.211	25.246	28.9566	25.5789
"YMR111C"	8.22519	6.88837	8.94039	8.62947	6.70634	7.70566	7.63858	7.71607	8.94299	4.08402	7.3193	7.89071
"YMR112C"	34.2613	37.4972	33.5613	37.9294	23.0091	37.5133	42.8278	36.6358	40.9733	21.8753	31.0579	48.0559
"YMR113W"	16.5077	14.8879	15.0476	14.7108	13.8073	14.2713	14.7772	13.6914	15.8877	13.4109	16.424	14.2156
"YMR114C"	8.12548	8.73944	8.762	7.35725	7.86508	8.57175	8.78941	7.70226	7.86955	6.07806	7.14873	9.20601
"YMR115W"	13.9411	13.5645	15.5022	15.3262	14.4169	16.1029	14.9081	13.0539	17.0284	13.4377	14.8215	14.02
"YMR116C"	3309.5	3196.47	3393.14	3508.58	3841.55	3086.64	3407.7	3545.32	3436.01	3683.65	3741.98	3479.04
"YMR117C"	15.3255	15.1358	15.0384	16.2297	13.2386	11.4181	13.6683	14.5358	16.1198	14.9508	8.16954	19.4206
"YMR118C"	0.599887	0.499022	0.792545	0.665915	0.771175	0.764261	0	0.217279	1.14498	0.424606	0.852615	0
"YMR119W"	24.2761	23.4292	24.0102	21.1153	23.487	22.9695	25.0847	25.6457	24.1408	24.3796	25.7219	25.3024
"YMR120C"	56.7498	61.3088	54.8948	48.2821	54.306	41.5001	59.7143	58.7801	49.3915	62.8829	47.7058	52.5746
"YMR121C"	43.466	53.7683	46.7733	49.4379	52.2455	50.4539	52.7144	44.7159	51.2697	37.4256	42.4858	50.2101
"YMR122W-A"	2434.13	2527.83	2164.53	2448.28	2736.7	2783.22	2670.55	2731.06	2538.79	3256.87	2700.75	2368.85
"YMR123W"	195.954	201.74	203.688	204.48	190.607	221.131	190.284	216.616	200.116	223.58	194.246	202.275
"YMR124W"	12.1493	10.3789	9.86948	10.8966	10.3584	10.819	10.7755	9.39294	11.8244	9.50129	9.36791	11.5706
"YMR125W"	36.1989	37.2903	31.6123	35.2141	31.9997	32.5763	35.7422	31.5032	39.9229	30.6394	37.0166	38.1698
"YMR126C"	12.7659	13.4452	15.1125	12.8008	15.0876	12.4377	15.3115	13.4022	17.624	12.8505	13.1055	15.887
"YMR127C"	15.0236	13.6359	13.8428	14.6331	15.1106	15.2698	13.2255	14.6711	16.5178	12.0874	14.4525	13.2697
"YMR128W"	19.2799	18.8994	18.1601	19.1563	16.9966	18.8937	17.8234	15.391	21.6417	13.6947	15.7032	18.7872
"YMR129W"	21.6925	20.8324	19.3967	22.7995	20.9677	19.8225	20.0536	19.1307	22.5158	18.5072	22.6257	23.7402
"YMR130W"	38.439	40.8304	36.4737	36.3358	36.2957	31.5335	38.3585	38.8338	33.3582	28.2087	36.4192	35.3328
"YMR131C"	118.119	112.175	129.28	125.021	121.921	110.006	120.178	111.56	125.946	86.2021	115.504	114.675
"YMR132C"	10.1255	16.8584	13.1528	13.0844	9.58953	11.9692	12.8501	10.8096	10.5406	6.84249	10.7947	7.93657
"YMR133W"	0.0748326	0.250597	0.0750365	0.166718	0.0724746	0.215651	0.0646376	0.0817637	0.256943	0.159224	0.0799009	0.269189
"YMR134W"	25.3259	24.9758	27.9658	29.1759	25.1998	23.0604	22.2351	22.0239	28.1116	17.8826	26.1844	22.198
"YMR135C"	15.8333	17.0558	17.6337	16.3966	20.067	15.0117	16.8111	15.7792	16.9237	12.8386	14.7471	17.8155
"YMR136W"	16.1668	23.121	13.4149	16.3587	21.7122	23.023	15.7826	16.8956	16.7336	19.9064	23.9855	17.4708
"YMR137C"	4.45649	5.31612	4.34267	4.04648	4.27631	4.24215	4.56674	4.32276	4.7319	3.47205	4.95684	5.78649
"YMR138W"	19.9101	18.11	23.4127	20.4861	21.7908	19.2173	21.2586	19.1494	18.5259	11.6694	15.9165	19.3681
"YMR139W"	26.5272	23.8247	21.0553	23.3139	24.2177	21.2928	26.0466	18.697	20.208	22.8358	23.298	26.1651
"YMR140W"	15.0999	14.5863	13.2218	13.6752	15.0035	13.1531	13.4345	12.1515	16.3254	12.9905	13.312	13.0996
"YMR142C"	2024.84	1953.08	1994.66	2082.11	2046.38	2050.26	2037.25	2045.18	2053.36	1677.29	1933.94	2001.41
"YMR143W"	2737.9	2745.83	2640.27	2685.63	2597.23	2797.09	2623.41	2691.85	2673.78	2868.89	2786.12	2642.71
"YMR144W"	15.9818	17.1121	17.355	16.8146	12.4473	12.7182	16.5734	12.0194	16.397	8.39425	12.2734	16.5878
"YMR145C"	86.3516	93.5939	85.5338	91.3874	95.459	84.6652	89.0214	96.7874	84.9943	100.295	89.2237	82.1262
"YMR146C"	276.096	245.944	263.155	261.735	272.928	277.655	267.634	273.679	273.934	228.135	246.756	267.027
"YMR147W"	13.5647	12.5569	17.6413	14.5119	16.0012	15.8618	17.4665	17.1279	16.8734	21.3452	18.3917	19.0548
"YMR148W"	38.5015	38.9525	36.3683	45.6878	42.5742	32.3518	44.6345	43	38.2207	46.6333	38.1489	42.4535
"YMR149W"	168.281	168.703	179.483	164.66	180.166	156.201	176.916	172.499	162.085	187.911	171.778	163.568
"YMR150C"	48.6852	52.3002	46.963	49.8579	49.5448	47.3026	50.3937	49.7042	45.944	38.5964	49.8882	41.0269
"YMR152W"	40.3024	38.4648	36.3799	34.3332	39.4459	34.2739	34.9549	35.1446	38.5965	37.4948	37.4392	41.0741
"YMR153W"	28.2239	26.1981	27.4577	23.1601	27.2147	22.8461	24.9573	25.0428	25.9174	18.5838	23.1188	27.3954
"YMR154C"	3.56164	3.5081	2.58311	3.09394	2.53013	3.26697	3.90221	2.71915	4.31276	2.60102	3.76066	3.2292
"YMR155W"	11.555	15.2367	13.8261	14.2041	17.0725	12.5243	12.8728	13.5028	12.8998	12.7791	13.7931	13.247
"YMR156C"	8.44644	8.5783	9.93336	10.582	9.63893	11.9078	7.67979	7.02228	11.0769	6.36307	8.35238	9.93395
"YMR157C"	17.9665	22.1323	19.1599	25.437	24.4082	20.5698	17.5532	22.4774	19.2832	19.2413	20.6606	18.4984
"YMR158C-A"	17.64	24.8391	14.4192	16.3342	26.3978	9.5562	15.1629	13.5331	11.732	10.6257	16.0568	11.9498
"YMR158W"	46.0056	47.2872	41.9655	44.7369	38.0208	33.3578	46.8972	44.6412	36.2229	39.2253	36.4073	36.8216
"YMR159C"	4.45347	3.20004	5.84115	3.61916	4.85528	3.39495	5.11251	3.53661	7.48592	4.40939	2.21606	6.0408
"YMR160W"	5.81228	4.93728	5.15091	4.03583	4.2901	4.15054	5.46737	4.64124	5.94007	3.23002	4.17889	4.82391
"YMR161W"	62.2564	56.5863	57.5754	51.5981	54.1443	60.0435	57.9693	53.2515	61.1805	61.8849	57.5077	51.8378
"YMR162C"	8.11804	7.34166	6.24451	7.89695	7.03777	7.19987	7.59161	7.16398	8.85235	7.18587	7.93435	9.36658
"YMR163C"	7.02271	7.75679	7.32234	5.39521	6.43608	6.2612	6.40363	6.88781	6.81148	5.97121	5.99262	6.78043
"YMR164C"	6.68931	6.63998	5.81468	6.57644	7.9076	8.18744	5.64819	6.58424	8.01729	6.10967	6.93498	6.31519
"YMR165C"	10.2017	9.94718	9.85359	9.34032	8.7589	7.99302	9.5651	8.18669	10.057	7.96222	8.80077	10.1715
"YMR166C"	16.0724	16.4331	14.4841	15.6093	14.088	13.8862	13.8009	15.112	14.6149	10.3517	16.5851	14.1302
"YMR167W"	6.23517	6.53755	6.11726	4.64975	6.04702	4.94913	5.32285	4.98992	6.51088	4.27293	5.41231	6.26436
"YMR168C"	6.14466	6.9665	6.83426	7.41113	6.00546	7.41033	6.65997	6.06017	8.58824	6.16466	7.63938	7.73266
"YMR169C"	6.11527	6.99434	4.98542	4.80454	7.17761	6.59865	7.19263	6.09474	8.10789	4.90204	5.60498	5.42397
"YMR170C"	12.3688	13.7219	13.2001	12.28	13.5483	11.1077	13.7989	12.4236	14.4613	14.1091	17.106	14.8158
"YMR171C"	25.6151	26.8443	25.3356	26.6668	26.026	26.2495	27.5349	25.9181	27.7685	23.9049	26.0353	28.2909
"YMR172W"	11.0237	10.2998	12.3965	11.4503	11.2589	10.4434	12.2829	11.65	12.0395	8.12045	10.5228	11.8159
"YMR173W"	83.7347	91.6643	79.7119	78.6837	76.0514	75.7889	72.0061	59.9374	73.943	64.6942	74.6246	70.6847
"YMR174C"	18.7853	30.916	22.5172	11.5921	16.8199	17.9052	24.4384	16.4455	23.1549	8.73533	27.7047	25.2176
"YMR175W"	1.77861	7.32413	3.42981	0.979252	0.851463	5.08803	6.16464	8.63228	3.08533	2.83306	6.68054	3.18785
"YMR175W-A"	1.31466	2.16408	1.25828	0	2.50878	0	0	0	0	1.3961	0	0
"YMR176W"	7.49788	5.9342	6.00954	6.39984	7.3762	7.04219	6.73267	6.01365	7.99349	5.89009	8.34109	8.67717
"YMR177W"	11.4581	10.3696	10.3356	10.7202	9.9747	10.4831	9.47664	11.5892	13.6743	9.84548	12.3022	10.5081
"YMR178W"	43.4089	45.646	57.4814	43.1524	43.0698	38.042	46.507	43.5466	46.3224	30.7591	44.6703	47.2587
"YMR179W"	9.49961	9.82718	7.00947	8.7833	8.56016	7.61623	8.38326	7.92708	10.4632	6.82598	8.24587	9.49653
"YMR180C"	13.9412	14.3889	19.8502	12.6947	13.5882	15.704	14.9504	13.9436	12.0896	12.3531	13.0747	15.3175
"YMR181C"	21.0943	28.6065	21.3289	27.8038	26.6047	23.3647	24.0511	26.2479	19.9266	31.4513	24.3122	22.8593
"YMR182C"	3.61033	6.16229	6.80884	7.01684	6.44353	5.69628	6.68924	6.67441	6.20105	6.13452	7.12073	6.053
"YMR182W-A"	39.5406	46.3778	74.6022	43.942	87.0337	56.835	55.5361	38.2318	50.6237	31.5494	26.7608	17.9231
"YMR183C"	102.256	91.8528	93.0248	90.2605	103.277	99.1647	90.8575	89.8736	103.426	78.8005	85.6924	96.3868
"YMR184W"	40.0183	35.5897	36.732	33.0459	39.5369	34.2855	38.213	35.562	40.4099	27.2103	30.681	30.4494
"YMR185W"	10.5085	9.34782	8.95053	8.47276	8.91324	8.66947	9.29405	6.96891	9.37944	5.97781	9.49594	10.8065
"YMR186W"	848.557	808.964	777.631	825.43	849.698	764.499	790.584	693.675	853.308	668.151	810.08	819.758
"YMR187C"	9.27895	7.64422	8.33708	7.77293	7.26131	5.84727	6.79665	7.9487	9.2606	8.21323	7.21266	8.01087
"YMR188C"	31.0397	40.2961	32.7292	31.7502	26.2436	28.3821	30.4901	25.2182	25.6364	18.2107	22.5614	28.1175
"YMR189W"	51.9056	60.3875	52.856	56.5682	55.0706	38.5652	52.6907	50.5531	54.6191	56.4144	52.3374	47.4219
"YMR190C"	5.08859	5.26121	4.64711	5.45487	4.84181	4.93836	5.55732	3.84704	6.96435	3.80378	4.4997	6.94391
"YMR191W"	38.1382	35.6562	39.2496	37.4769	38.194	29.4432	33.0841	40.7823	36.3101	40.1909	33.4895	35.9251
"YMR192W"	8.87261	8.28356	7.40985	8.3998	9.37502	8.01198	8.3933	7.41913	9.91402	7.52905	8.62907	9.28784
"YMR193W"	19.7718	25.8415	27.558	21.8298	24.1788	23.5752	23.2542	22.4447	20.2609	16.7503	20.2048	24.6828
"YMR194C-B"	24.6743	24.5537	22.7365	35.0215	26.542	23.5308	16.0493	34.3597	28.5863	21.8503	29.777	22.0954
"YMR194W"	1321.61	1360.5	1397.42	1297.78	1168.69	1358.84	1365.78	1227.62	1275.09	1041.17	1136.3	1370.11
"YMR195W"	56.5897	52.9051	53.8621	52.7674	50.6458	50.8958	63.1041	51.1005	48.0137	45.2044	52.1302	60.7625
"YMR196W"	6.94198	7.02361	5.8551	6.87338	6.60508	4.55863	7.72472	6.12837	6.52733	4.92769	6.35406	7.52193
"YMR197C"	36.8343	39.217	34.1692	32.4241	33.3635	36.2294	37.8864	31.374	40.7834	27.3108	37.7903	37.4563
"YMR198W"	10.026	9.87692	9.71249	9.44767	10.1195	8.44806	10.4066	9.89215	10.705	7.20542	8.05935	10.1038
"YMR199W"	27.7546	23.2108	21.3799	24.1014	21.453	19.4251	23.1007	22.2817	22.4098	20.7179	17.3978	23.8254
"YMR200W"	76.811	80.2802	81.1297	88.9713	82.0327	82.9376	75.8829	79.5705	88.8951	74.2041	88.3346	77.1354
"YMR201C"	13.1771	10.5058	11.6899	12.8016	9.58779	10.6975	11.3019	10.719	11.6407	7.52499	11.7063	11.2385
"YMR202W"	516.227	436.24	587.481	580.425	617.892	465.664	449.903	500.619	566.184	496.414	654.614	459.681
"YMR203W"	151.457	157.997	143.471	152.457	170.99	136.38	150.85	165.783	155.151	172.918	158.098	143.958
"YMR204C"	6.6541	6.91481	7.20791	5.708	5.85146	6.17101	5.87946	7.77123	7.52829	4.39378	5.63467	6.05271
"YMR205C"	170.117	154.706	150.812	166.28	176.642	151.594	171.505	177.222	178.934	181.58	175.359	170.037
"YMR206W"	0.325525	0.0906798	0.325344	0.241505	0.209908	0.208156	0.187304	0.355132	0.372626	0.346113	0.23159	0.260107
"YMR207C"	4.5643	3.91268	3.73763	4.07482	4.37879	4.02136	4.50552	3.2948	5.16114	3.5171	4.67738	4.12401
"YMR208W"	58.1123	57.2101	56.7002	59.4509	62.6267	58.3859	56.0385	59.1805	67.6625	61.6738	69.4234	56.4884
"YMR209C"	25.6784	25.5142	24.9265	24.588	25.6139	23.272	27.5786	22.9819	22.4785	19.0508	23.7145	24.5507
"YMR210W"	14.7304	13.758	15.2736	14.2804	14.6114	11.907	13.0918	13.6211	13.6168	10.9254	12.1749	13.8422
"YMR211W"	13.149	12.1813	12.4626	12.209	12.1598	12.6355	12.6794	9.14608	12.1607	8.40865	10.7084	10.6715
"YMR212C"	31.8411	28.7317	29.77	30.2152	27.986	26.0331	30.7029	28.1048	34.0724	29.0483	33.6088	38.3812
"YMR213W"	7.13338	7.85597	10.4653	8.41576	8.22691	8.11083	8.54976	6.83402	8.22312	5.98493	7.39684	8.24365
"YMR214W"	67.6853	63.3089	68.9206	59.9101	68.6307	61.318	63.0186	65.67	65.5527	61.7479	61.3247	63.9815
"YMR215W"	97.8884	91.2316	98.661	94.3864	107.531	85.4109	103.276	105.535	102.642	111.758	100.164	93.0918
"YMR216C"	24.3041	20.4525	22.7813	20.8674	23.5693	22.0178	22.3405	24.6463	23.8261	20.9562	20.1225	22.4495
"YMR217W"	426.775	422.338	445.562	432.523	455.529	429.051	439.28	431.292	465.073	475.739	493.861	441.205
"YMR218C"	8.36207	7.82087	7.51523	7.69933	7.80451	7.00195	8.70016	6.86026	9.11297	5.51178	8.53823	7.99446
"YMR219W"	6.42741	5.73215	5.6078	6.14729	5.83506	5.08868	6.33842	4.44106	7.27523	4.00356	5.03609	7.17207
"YMR220W"	60.1721	54.1044	65.3095	63.8966	62.9951	49.1469	54.4143	54.9013	60.6418	42.73	55.0731	50.2717
"YMR221C"	48.7456	50.0971	46.5079	53.0051	56.4988	48.8205	51.3991	53.9024	53.7976	57.7513	50.6651	53.6185
"YMR222C"	38.517	37.1126	37.2798	35.7215	38.1444	39.8949	37.9643	40.9977	33.1716	37.7098	31.2481	31.6911
"YMR223W"	16.3606	15.2189	17.3596	16.0623	16.3045	16.3011	15.8141	16.2699	17.1129	16.2663	19.6189	18.2525
"YMR224C"	6.42371	7.47559	7.55962	8.76998	7.58465	7.35601	7.44124	7.84148	7.9512	5.11664	6.90889	8.64908
"YMR225C"	78.4799	71.7319	81.485	80.0271	72.9405	72.9945	75.6025	46.2593	59.7796	55.0894	56.3037	72.2587
"YMR226C"	192.139	209.293	198.846	208.226	202.429	187.65	204.779	170.019	198.904	158.076	182.943	172.507
"YMR227C"	12.6526	12.5259	14.0758	10.9695	12.4665	10.6142	13.9496	11.3331	11.6196	7.03783	9.23214	12.2406
"YMR228W"	13.2999	12.2658	13.3064	13.1724	12.3964	12.1998	13.1703	12.9155	12.4251	10.6077	9.49844	12.895
"YMR229C"	34.4049	29.8267	29.4764	30.0238	31.8174	29.3	30.2891	25.4063	36.1786	26.3049	31.2559	32.1478
"YMR230W"	2447.16	2555.65	2386.38	2351.61	2191.61	2643.13	2422.85	2259.65	2379.16	2438.42	2429.66	2497.64
"YMR230W-A"	11.1524	3.44166	5.33208	7.6209	7.97487	2.6567	4.83528	6.00694	0	7.3988	5.96765	0
"YMR231W"	9.44703	8.43158	7.87709	8.21369	8.50105	7.88454	8.5637	7.21881	10.7776	6.77659	9.30147	9.58797
"YMR232W"	3.98335	3.30265	2.65563	3.54291	3.29813	3.1857	3.86863	4.16238	3.48286	2.85841	2.67742	3.43597
"YMR233W"	17.4358	15.8992	19.295	17.5449	17.1475	16.054	17.7242	15.3937	15.8201	10.6582	15.4347	18.7167
"YMR234W"	16.8924	18.3567	18.6236	18.8057	16.0702	20.0589	18.2094	18.1272	17.6969	13.499	18.8455	20.1355
"YMR235C"	148.979	140.032	149.081	159.216	152.479	130.509	154.087	148.879	158.256	123.629	150.08	143.433
"YMR236W"	116.518	117.086	119.408	116.888	124.644	113.444	117.469	119.944	110.035	100.124	112.112	117.6
"YMR237W"	39.9783	36.9133	37.623	38.825	39.4942	38.2192	36.7523	34.051	42.8457	39.1465	42.8866	39.5235
"YMR238W"	50.7439	46.3214	47.0206	50.4417	48.7532	46.2287	48.5012	48.4974	46.2709	48.8341	50.4895	48.5638
"YMR239C"	19.4449	19.5431	25.5011	19.5736	18.9678	20.4891	20.5062	16.8562	19.8755	10.3448	16.8264	21.1472
"YMR240C"	11.7934	13.0634	12.562	11.4241	10.5002	13.3702	13.0977	11.526	11.4857	8.18281	9.22929	11.4186
"YMR241W"	264.053	241.177	265.105	260.414	275.69	258.771	274.173	283.24	281.72	269.032	289.63	273.345
"YMR242C"	2343.46	2331.21	2255.41	2267.63	2295.76	2479.14	2277.1	2276.94	2394.81	2496.01	2581.06	2378.75
"YMR242W-A"	0	0	0	0	0	0	0	0	0	0	0	0
"YMR243C"	226.348	229.856	245.612	250.068	269.735	219.601	246.163	245.609	243.707	257.156	244.845	235.792
"YMR244C-A"	47.3255	61.5259	55.5658	41.4848	49.0545	48.6819	54.9384	44.0377	50.6701	41.5619	37.8648	42.9777
"YMR244W"	1.02511	1.71476	1.30591	0.415017	0.992114	1.61005	0.724152	1.3226	0.960021	1.18935	0.497373	0.893744
"YMR246W"	128.637	113.17	119.261	112.049	120.805	125.456	132.016	129.837	132.054	124.222	118.292	133.405
"YMR247C"	11.9058	10.5701	10.6849	11.7214	10.5539	10.063	11.4928	9.34743	13.096	10.0684	11.6798	12.8266
"YMR247W-A"	0	0	0	0	0	0	0	0	0	0	0	0
"YMR250W"	14.7699	14.3625	13.3635	13.0068	12.6864	8.13698	12.6735	13.3948	10.5869	9.3421	10.2178	12.4196
"YMR251W"	0.449349	0.526246	0.179965	0.600391	0.0869878	0.0862709	0.620791	0.392506	0.720053	0.66909	0.2878	0.754178
"YMR251W-A"	1996.03	2273.7	1632.7	1638.31	1657.52	1161.8	1774.45	1490.4	1383.4	1794.69	1346.9	1548.63
"YMR252C"	46.1612	40.5629	47.6864	33.0246	38.2217	40.221	52.5907	39.928	38.2693	30.1244	32.5836	44.6166
"YMR253C"	8.86589	10.2205	11.3043	10.7414	8.96211	8.5154	9.87414	9.26095	8.10008	7.94243	10.3793	9.51145
"YMR255W"	41.3641	49.9122	53.3328	41.4313	41.9105	48.0152	46.7718	38.7038	49.0704	37.6045	37.531	38.3475
"YMR256C"	260.944	290.176	279.016	309.075	279.617	392.469	296.842	236.248	332.143	290.862	301.141	307.083
"YMR257C"	6.75906	6.6724	5.37424	4.99721	5.75871	5.31775	6.00476	4.70021	6.96548	5.76432	5.46577	5.82376
"YMR258C"	16.0035	17.9132	14.559	15.2174	13.9377	14.2021	14.5546	14.9919	16.9701	13.9346	17.2718	14.4961
"YMR259C"	12.7599	12.6957	9.94988	11.3528	11.3172	11.5615	12.0036	10.1869	14.2979	11.4423	13.984	15.0176
"YMR260C"	771.944	800.644	829.005	778.975	690.905	757.1	775.191	692.702	729.222	538.222	690.394	780.556
"YMR261C"	26.4615	25.3384	23.2082	24.9856	23.8112	20.6772	27.0922	24.2215	27.2868	25.5675	26.0451	26.7072
"YMR262W"	15.4082	19.5868	21.1474	16.0601	16.058	15.2995	22.5701	19.5323	16.1471	15.5751	18.643	20.2884
"YMR263W"	25.6738	23.7732	29.0912	25.9325	22.1522	22.8774	25.4467	21.8208	22.5477	12.9129	20.9896	27.2748
"YMR264W"	110.049	108.858	128.396	127.898	109.99	113.2	108.438	116.315	109.669	101.894	116.099	108.75
"YMR265C"	10.9941	9.78262	10.4102	11.024	11.3158	10.2996	8.84468	9.23709	10.3807	7.67649	11.373	7.91024
"YMR266W"	33.1304	33.0241	32.1786	33.2575	37.8778	39.7539	29.8777	31.1528	35.325	34.0867	40.6264	34.733
"YMR267W"	27.3396	29.1767	32.3682	32.3784	28.0356	25.4846	28.3337	25.1531	26.1425	26.0327	24.8396	30.3988
"YMR268C"	6.59963	7.20792	7.26718	7.99156	6.18398	6.47825	7.49795	6.58479	7.88174	6.71622	6.35758	7.48364
"YMR269W"	26.897	27.2042	31.894	27.8669	24.0326	26.2374	31.2683	22.7715	28.3181	12.8442	19.2452	30.0488
"YMR270C"	25.6962	20.9671	25.0055	26.7036	23.9992	25.4458	24.1337	21.1655	24.355	16.5898	23.8687	26.9143
